"Tanggal","Hari","Nama Produk","Stok","Terjual"
"8/10/2025","Rabu","JUMBO FREE MAN","94","42"
"8/10/2025","Rabu","JUMBO YELLOW","34","10"
"8/10/2025","Rabu","RAKSASA ORI","110","56"
"8/10/2025","Rabu","RAKSASA BAKAR","94","29"
"8/10/2025","Rabu","RAKSASA RAWIT","105","73"
"8/10/2025","Rabu","RAKSASA PINK","105","70"
"8/10/2025","Rabu","RAKSASA FREE MAN","69","15"
"8/10/2025","Rabu","RAKSASA YELLOW","30","19"
"8/10/2025","Rabu","SUPER JUMBO ORI","72","47"
"8/10/2025","Rabu","SUPER JUMBO BAKAR","98","48"
"8/10/2025","Rabu","SUPER JUMBO RAWIT","55","31"
"8/10/2025","Rabu","SUPER JUMBO PINK","102","37"
"8/10/2025","Rabu","SUPER JUMBO FREE MAN","45","19"
"8/10/2025","Rabu","SUPER JUMBO YELLOW","82","52"
"8/10/2025","Rabu","GHOSTING","102","30"
"8/10/2025","Rabu","GHOSTING FIRE SMALL","104","25"
"8/10/2025","Rabu","GHOSTING FIRE BIG","83","17"
"8/10/2025","Rabu","GHOSTING GREEN","90","42"
"8/10/2025","Rabu","MOZARELLA","53","21"
"8/10/2025","Rabu","JAHAT ORI","110","72"
"8/10/2025","Rabu","JAHAT BAKAR","41","24"
"8/10/2025","Rabu","SMALL SADIS","49","20"
"8/10/2025","Rabu","MEDIUM SADIS","76","52"
"8/10/2025","Rabu","JUMBO SADIS","111","43"
"8/10/2025","Rabu","SUPER JUMBO SADIS","45","13"
"8/10/2025","Rabu","RAKSASA SADIS","89","38"
"8/10/2025","Rabu","MEGA SADIS","58","38"
"8/10/2025","Rabu","MEGA ORI","54","22"
"8/10/2025","Rabu","Dage SACU varian","49","23"
"8/10/2025","Rabu","Dage SACU Ori","39","13"
"8/10/2025","Rabu","Mendoan SACU Ori","30","25"
"8/10/2025","Rabu","Mendoan SACU Varian","61","32"
"8/10/2025","Rabu","Mendoan Sacu Bakar","118","59"
"8/10/2025","Rabu","FREE MAN BIG","90","26"
"8/10/2025","Rabu","SACU JUMBO","50","23"
"8/10/2025","Rabu","SACU JUMBO SADIS","115","77"
"9/10/2025","Kamis","GETUK ORI 1 KG","86","81"
"9/10/2025","Kamis","GETUK ORIGINAL 1/2KG","102","50"
"9/10/2025","Kamis","GETUK ORIGINAL 1/4KG","119","76"
"9/10/2025","Kamis","GETUK RASA/MIX 1 KG","45","43"
"9/10/2025","Kamis","GETUK RASA/MIX 1/2KG","74","25"
"9/10/2025","Kamis","GETUK RASA/MIX 1/4KG","75","41"
"9/10/2025","Kamis","GETUK RASA DURIAN 1KG","41","7"
"9/10/2025","Kamis","GETUK RASA DURIAN 1/2KG","54","11"
"9/10/2025","Kamis","GETUK RASA DURIAN 1/4KG","111","31"
"9/10/2025","Kamis","GETUK BASAH 1/2KG","67","20"
"9/10/2025","Kamis","GETUK BASAH 1/4KG","95","26"
"9/10/2025","Kamis","SMALL ORI","109","72"
"9/10/2025","Kamis","SMALL RAWIT","60","35"
"9/10/2025","Kamis","SMALL PINK","117","37"
"9/10/2025","Kamis","SMALL FREE MAN","70","20"
"9/10/2025","Kamis","SMALL YELLOW","116","72"
"9/10/2025","Kamis","MEDIUM ORI","83","59"
"9/10/2025","Kamis","MEDIUM BAKAR","89","28"
"9/10/2025","Kamis","MEDIUM RAWIT","102","55"
"9/10/2025","Kamis","MEDIUM PINK","53","31"
"9/10/2025","Kamis","MEDIUM FREE MAN","39","27"
"9/10/2025","Kamis","MEDIUM YELLOW","86","37"
"9/10/2025","Kamis","JUMBO ORI","30","21"
"9/10/2025","Kamis","JUMBO RAWIT","79","54"
"9/10/2025","Kamis","JUMBO PINK","81","37"
"9/10/2025","Kamis","JUMBO BAKAR","30","11"
"9/10/2025","Kamis","JUMBO FREE MAN","53","33"
"9/10/2025","Kamis","JUMBO YELLOW","51","24"
"9/10/2025","Kamis","RAKSASA ORI","30","9"
"9/10/2025","Kamis","RAKSASA BAKAR","62","19"
"9/10/2025","Kamis","RAKSASA RAWIT","39","19"
"9/10/2025","Kamis","RAKSASA PINK","84","39"
"9/10/2025","Kamis","RAKSASA FREE MAN","43","12"
"9/10/2025","Kamis","RAKSASA YELLOW","70","25"
"9/10/2025","Kamis","SUPER JUMBO ORI","104","48"
"9/10/2025","Kamis","SUPER JUMBO BAKAR","119","42"
"9/10/2025","Kamis","SUPER JUMBO RAWIT","83","37"
"9/10/2025","Kamis","SUPER JUMBO PINK","89","27"
"9/10/2025","Kamis","SUPER JUMBO FREE MAN","84","54"
"9/10/2025","Kamis","SUPER JUMBO YELLOW","74","30"
"9/10/2025","Kamis","GHOSTING","71","33"
"9/10/2025","Kamis","GHOSTING FIRE SMALL","44","8"
"9/10/2025","Kamis","GHOSTING FIRE BIG","58","19"
"9/10/2025","Kamis","GHOSTING GREEN","36","13"
"9/10/2025","Kamis","MOZARELLA","55","4"
"9/10/2025","Kamis","JAHAT ORI","32","13"
"9/10/2025","Kamis","JAHAT BAKAR","112","37"
"9/10/2025","Kamis","SMALL SADIS","79","53"
"9/10/2025","Kamis","MEDIUM SADIS","85","43"
"9/10/2025","Kamis","JUMBO SADIS","104","48"
"9/10/2025","Kamis","SUPER JUMBO SADIS","91","62"
"9/10/2025","Kamis","RAKSASA SADIS","58","38"
"9/10/2025","Kamis","MEGA SADIS","68","21"
"9/10/2025","Kamis","MEGA ORI","98","56"
"9/10/2025","Kamis","Dage SACU varian","57","17"
"9/10/2025","Kamis","Dage SACU Ori","57","38"
"9/10/2025","Kamis","Mendoan SACU Ori","105","65"
"9/10/2025","Kamis","Mendoan SACU Varian","102","36"
"9/10/2025","Kamis","Mendoan Sacu Bakar","95","61"
"9/10/2025","Kamis","FREE MAN BIG","71","5"
"9/10/2025","Kamis","SACU JUMBO","46","19"
"9/10/2025","Kamis","SACU JUMBO SADIS","62","38"
"10/10/2025","Jumat","GETUK ORI 1 KG","98","73"
"10/10/2025","Jumat","GETUK ORIGINAL 1/2KG","40","18"
"10/10/2025","Jumat","GETUK ORIGINAL 1/4KG","87","54"
"10/10/2025","Jumat","GETUK RASA/MIX 1 KG","74","59"
"10/10/2025","Jumat","GETUK RASA/MIX 1/2KG","35","21"
"10/10/2025","Jumat","GETUK RASA/MIX 1/4KG","106","68"
"10/10/2025","Jumat","GETUK RASA DURIAN 1KG","117","42"
"10/10/2025","Jumat","GETUK RASA DURIAN 1/2KG","53","15"
"10/10/2025","Jumat","GETUK RASA DURIAN 1/4KG","68","27"
"10/10/2025","Jumat","GETUK BASAH 1/2KG","102","57"
"10/10/2025","Jumat","GETUK BASAH 1/4KG","43","7"
"10/10/2025","Jumat","SMALL ORI","101","91"
"10/10/2025","Jumat","SMALL RAWIT","76","51"
"10/10/2025","Jumat","SMALL PINK","45","22"
"10/10/2025","Jumat","SMALL FREE MAN","46","1"
"10/10/2025","Jumat","SMALL YELLOW","61","19"
"10/10/2025","Jumat","MEDIUM ORI","102","83"
"10/10/2025","Jumat","MEDIUM BAKAR","36","21"
"10/10/2025","Jumat","MEDIUM RAWIT","73","48"
"10/10/2025","Jumat","MEDIUM PINK","79","28"
"10/10/2025","Jumat","MEDIUM FREE MAN","105","56"
"10/10/2025","Jumat","MEDIUM YELLOW","46","16"
"10/10/2025","Jumat","JUMBO ORI","111","86"
"10/10/2025","Jumat","JUMBO RAWIT","32","11"
"10/10/2025","Jumat","JUMBO PINK","106","68"
"10/10/2025","Jumat","JUMBO BAKAR","38","13"
"10/10/2025","Jumat","JUMBO FREE MAN","39","13"
"10/10/2025","Jumat","JUMBO YELLOW","111","68"
"10/10/2025","Jumat","RAKSASA ORI","48","24"
"10/10/2025","Jumat","RAKSASA BAKAR","32","16"
"10/10/2025","Jumat","RAKSASA RAWIT","100","64"
"10/10/2025","Jumat","RAKSASA PINK","51","20"
"10/10/2025","Jumat","RAKSASA FREE MAN","42","10"
"10/10/2025","Jumat","RAKSASA YELLOW","81","48"
"10/10/2025","Jumat","SUPER JUMBO ORI","90","53"
"10/10/2025","Jumat","SUPER JUMBO BAKAR","104","34"
"10/10/2025","Jumat","SUPER JUMBO RAWIT","72","29"
"10/10/2025","Jumat","SUPER JUMBO PINK","69","44"
"10/10/2025","Jumat","SUPER JUMBO FREE MAN","60","18"
"10/10/2025","Jumat","SUPER JUMBO YELLOW","94","48"
"10/10/2025","Jumat","GHOSTING","56","39"
"10/10/2025","Jumat","GHOSTING FIRE SMALL","49","3"
"10/10/2025","Jumat","GHOSTING FIRE BIG","62","7"
"10/10/2025","Jumat","GHOSTING GREEN","105","41"
"10/10/2025","Jumat","MOZARELLA","41","14"
"10/10/2025","Jumat","JAHAT ORI","102","35"
"10/10/2025","Jumat","JAHAT BAKAR","96","40"
"10/10/2025","Jumat","SMALL SADIS","104","57"
"10/10/2025","Jumat","MEDIUM SADIS","96","51"
"10/10/2025","Jumat","JUMBO SADIS","105","70"
"10/10/2025","Jumat","SUPER JUMBO SADIS","102","62"
"10/10/2025","Jumat","RAKSASA SADIS","91","53"
"10/10/2025","Jumat","MEGA SADIS","117","51"
"10/10/2025","Jumat","MEGA ORI","38","16"
"10/10/2025","Jumat","Dage SACU varian","48","17"
"10/10/2025","Jumat","Dage SACU Ori","45","24"
"10/10/2025","Jumat","Mendoan SACU Ori","91","84"
"10/10/2025","Jumat","Mendoan SACU Varian","76","37"
"10/10/2025","Jumat","Mendoan Sacu Bakar","57","17"
"10/10/2025","Jumat","FREE MAN BIG","46","9"
"10/10/2025","Jumat","SACU JUMBO","44","29"
"10/10/2025","Jumat","SACU JUMBO SADIS","102","66"
"11/10/2025","Sabtu","GETUK ORI 1 KG","103","102"
"11/10/2025","Sabtu","GETUK ORIGINAL 1/2KG","79","43"
"11/10/2025","Sabtu","GETUK ORIGINAL 1/4KG","105","61"
"11/10/2025","Sabtu","GETUK RASA/MIX 1 KG","52","45"
"11/10/2025","Sabtu","GETUK RASA/MIX 1/2KG","54","18"
"11/10/2025","Sabtu","GETUK RASA/MIX 1/4KG","87","54"
"11/10/2025","Sabtu","GETUK RASA DURIAN 1KG","56","43"
"11/10/2025","Sabtu","GETUK RASA DURIAN 1/2KG","48","41"
"11/10/2025","Sabtu","GETUK RASA DURIAN 1/4KG","111","97"
"11/10/2025","Sabtu","GETUK BASAH 1/2KG","54","28"
"11/10/2025","Sabtu","GETUK BASAH 1/4KG","97","0"
"11/10/2025","Sabtu","SMALL ORI","115","99"
"11/10/2025","Sabtu","SMALL RAWIT","87","45"
"11/10/2025","Sabtu","SMALL PINK","76","28"
"11/10/2025","Sabtu","SMALL FREE MAN","113","21"
"11/10/2025","Sabtu","SMALL YELLOW","47","27"
"11/10/2025","Sabtu","MEDIUM ORI","30","19"
"11/10/2025","Sabtu","MEDIUM BAKAR","56","33"
"11/10/2025","Sabtu","MEDIUM RAWIT","63","30"
"11/10/2025","Sabtu","MEDIUM PINK","115","57"
"11/10/2025","Sabtu","MEDIUM FREE MAN","60","36"
"11/10/2025","Sabtu","MEDIUM YELLOW","49","31"
"11/10/2025","Sabtu","JUMBO ORI","45","34"
"11/10/2025","Sabtu","JUMBO RAWIT","46","29"
"11/10/2025","Sabtu","JUMBO PINK","115","80"
"11/10/2025","Sabtu","JUMBO BAKAR","65","38"
"11/10/2025","Sabtu","JUMBO FREE MAN","63","21"
"11/10/2025","Sabtu","JUMBO YELLOW","92","56"
"11/10/2025","Sabtu","RAKSASA ORI","103","38"
"11/10/2025","Sabtu","RAKSASA BAKAR","91","33"
"11/10/2025","Sabtu","RAKSASA RAWIT","107","33"
"11/10/2025","Sabtu","RAKSASA PINK","102","43"
"11/10/2025","Sabtu","RAKSASA FREE MAN","41","2"
"11/10/2025","Sabtu","RAKSASA YELLOW","76","32"
"11/10/2025","Sabtu","SUPER JUMBO ORI","116","36"
"11/10/2025","Sabtu","SUPER JUMBO BAKAR","75","44"
"11/10/2025","Sabtu","SUPER JUMBO RAWIT","68","23"
"11/10/2025","Sabtu","SUPER JUMBO PINK","49","25"
"11/10/2025","Sabtu","SUPER JUMBO FREE MAN","87","56"
"11/10/2025","Sabtu","SUPER JUMBO YELLOW","88","43"
"11/10/2025","Sabtu","GHOSTING","31","12"
"11/10/2025","Sabtu","GHOSTING FIRE SMALL","112","80"
"11/10/2025","Sabtu","GHOSTING FIRE BIG","116","76"
"11/10/2025","Sabtu","GHOSTING GREEN","91","51"
"11/10/2025","Sabtu","MOZARELLA","41","29"
"11/10/2025","Sabtu","JAHAT ORI","118","43"
"11/10/2025","Sabtu","JAHAT BAKAR","78","31"
"11/10/2025","Sabtu","SMALL SADIS","77","44"
"11/10/2025","Sabtu","MEDIUM SADIS","40","12"
"11/10/2025","Sabtu","JUMBO SADIS","56","36"
"11/10/2025","Sabtu","SUPER JUMBO SADIS","46","25"
"11/10/2025","Sabtu","RAKSASA SADIS","113","33"
"11/10/2025","Sabtu","MEGA SADIS","39","18"
"11/10/2025","Sabtu","MEGA ORI","67","36"
"11/10/2025","Sabtu","Dage SACU varian","59","19"
"11/10/2025","Sabtu","Dage SACU Ori","37","13"
"11/10/2025","Sabtu","Mendoan SACU Ori","75","71"
"11/10/2025","Sabtu","Mendoan SACU Varian","47","22"
"11/10/2025","Sabtu","Mendoan Sacu Bakar","66","42"
"11/10/2025","Sabtu","FREE MAN BIG","84","7"
"11/10/2025","Sabtu","SACU JUMBO","66","22"
"11/10/2025","Sabtu","SACU JUMBO SADIS","119","71"
"12/10/2025","Minggu","GETUK ORI 1 KG","110","66"
"12/10/2025","Minggu","GETUK ORIGINAL 1/2KG","96","66"
"12/10/2025","Minggu","GETUK ORIGINAL 1/4KG","118","72"
"12/10/2025","Minggu","GETUK RASA/MIX 1 KG","41","27"
"12/10/2025","Minggu","GETUK RASA/MIX 1/2KG","88","40"
"12/10/2025","Minggu","GETUK RASA/MIX 1/4KG","68","47"
"12/10/2025","Minggu","GETUK RASA DURIAN 1KG","69","48"
"12/10/2025","Minggu","GETUK RASA DURIAN 1/2KG","88","85"
"12/10/2025","Minggu","GETUK RASA DURIAN 1/4KG","83","72"
"12/10/2025","Minggu","GETUK BASAH 1/2KG","110","46"
"12/10/2025","Minggu","GETUK BASAH 1/4KG","77","12"
"12/10/2025","Minggu","SMALL ORI","43","30"
"12/10/2025","Minggu","SMALL RAWIT","42","15"
"12/10/2025","Minggu","SMALL PINK","64","39"
"12/10/2025","Minggu","SMALL FREE MAN","57","2"
"12/10/2025","Minggu","SMALL YELLOW","69","32"
"12/10/2025","Minggu","MEDIUM ORI","98","59"
"12/10/2025","Minggu","MEDIUM BAKAR","79","39"
"12/10/2025","Minggu","MEDIUM RAWIT","70","29"
"12/10/2025","Minggu","MEDIUM PINK","69","31"
"12/10/2025","Minggu","MEDIUM FREE MAN","72","44"
"12/10/2025","Minggu","MEDIUM YELLOW","33","23"
"12/10/2025","Minggu","JUMBO ORI","115","94"
"12/10/2025","Minggu","JUMBO RAWIT","101","44"
"12/10/2025","Minggu","JUMBO PINK","77","35"
"12/10/2025","Minggu","JUMBO BAKAR","55","32"
"12/10/2025","Minggu","JUMBO FREE MAN","65","27"
"12/10/2025","Minggu","JUMBO YELLOW","59","35"
"12/10/2025","Minggu","RAKSASA ORI","112","42"
"12/10/2025","Minggu","RAKSASA BAKAR","36","19"
"12/10/2025","Minggu","RAKSASA RAWIT","49","29"
"12/10/2025","Minggu","RAKSASA PINK","113","49"
"12/10/2025","Minggu","RAKSASA FREE MAN","47","10"
"12/10/2025","Minggu","RAKSASA YELLOW","57","39"
"12/10/2025","Minggu","SUPER JUMBO ORI","71","48"
"12/10/2025","Minggu","SUPER JUMBO BAKAR","56","30"
"12/10/2025","Minggu","SUPER JUMBO RAWIT","92","29"
"12/10/2025","Minggu","SUPER JUMBO PINK","96","42"
"12/10/2025","Minggu","SUPER JUMBO FREE MAN","106","55"
"12/10/2025","Minggu","SUPER JUMBO YELLOW","31","9"
"12/10/2025","Minggu","GHOSTING","39","17"
"12/10/2025","Minggu","GHOSTING FIRE SMALL","83","58"
"12/10/2025","Minggu","GHOSTING FIRE BIG","94","77"
"12/10/2025","Minggu","GHOSTING GREEN","73","35"
"12/10/2025","Minggu","MOZARELLA","48","32"
"12/10/2025","Minggu","JAHAT ORI","95","33"
"12/10/2025","Minggu","JAHAT BAKAR","56","24"
"12/10/2025","Minggu","SMALL SADIS","109","51"
"12/10/2025","Minggu","MEDIUM SADIS","43","14"
"12/10/2025","Minggu","JUMBO SADIS","109","66"
"12/10/2025","Minggu","SUPER JUMBO SADIS","41","23"
"12/10/2025","Minggu","RAKSASA SADIS","40","25"
"12/10/2025","Minggu","MEGA SADIS","84","33"
"12/10/2025","Minggu","MEGA ORI","31","19"
"12/10/2025","Minggu","Dage SACU varian","101","66"
"12/10/2025","Minggu","Dage SACU Ori","39","18"
"12/10/2025","Minggu","Mendoan SACU Ori","112","109"
"12/10/2025","Minggu","Mendoan SACU Varian","80","44"
"12/10/2025","Minggu","Mendoan Sacu Bakar","73","21"
"12/10/2025","Minggu","FREE MAN BIG","45","1"
"12/10/2025","Minggu","SACU JUMBO","69","36"
"12/10/2025","Minggu","SACU JUMBO SADIS","92","48"
"13/10/2025","Senin","GETUK ORI 1 KG","110","109"
"13/10/2025","Senin","GETUK ORIGINAL 1/2KG","104","52"
"13/10/2025","Senin","GETUK ORIGINAL 1/4KG","96","35"
"13/10/2025","Senin","GETUK RASA/MIX 1 KG","88","67"
"13/10/2025","Senin","GETUK RASA/MIX 1/2KG","70","42"
"13/10/2025","Senin","GETUK RASA/MIX 1/4KG","100","61"
"13/10/2025","Senin","GETUK RASA DURIAN 1KG","39","11"
"13/10/2025","Senin","GETUK RASA DURIAN 1/2KG","109","8"
"13/10/2025","Senin","GETUK RASA DURIAN 1/4KG","101","33"
"13/10/2025","Senin","GETUK BASAH 1/2KG","70","37"
"13/10/2025","Senin","GETUK BASAH 1/4KG","56","3"
"13/10/2025","Senin","SMALL ORI","116","87"
"13/10/2025","Senin","SMALL RAWIT","92","57"
"13/10/2025","Senin","SMALL PINK","56","16"
"13/10/2025","Senin","SMALL FREE MAN","93","21"
"13/10/2025","Senin","SMALL YELLOW","75","50"
"13/10/2025","Senin","MEDIUM ORI","71","48"
"13/10/2025","Senin","MEDIUM BAKAR","48","29"
"13/10/2025","Senin","MEDIUM RAWIT","100","57"
"13/10/2025","Senin","MEDIUM PINK","41","23"
"13/10/2025","Senin","MEDIUM FREE MAN","42","14"
"13/10/2025","Senin","MEDIUM YELLOW","120","55"
"13/10/2025","Senin","JUMBO ORI","81","57"
"13/10/2025","Senin","JUMBO RAWIT","34","13"
"13/10/2025","Senin","JUMBO PINK","100","34"
"13/10/2025","Senin","JUMBO BAKAR","40","13"
"13/10/2025","Senin","JUMBO FREE MAN","88","60"
"13/10/2025","Senin","JUMBO YELLOW","84","31"
"13/10/2025","Senin","RAKSASA ORI","57","35"
"13/10/2025","Senin","RAKSASA BAKAR","113","71"
"13/10/2025","Senin","RAKSASA RAWIT","116","42"
"13/10/2025","Senin","RAKSASA PINK","73","46"
"13/10/2025","Senin","RAKSASA FREE MAN","88","20"
"13/10/2025","Senin","RAKSASA YELLOW","103","38"
"13/10/2025","Senin","SUPER JUMBO ORI","71","29"
"13/10/2025","Senin","SUPER JUMBO BAKAR","54","16"
"13/10/2025","Senin","SUPER JUMBO RAWIT","37","13"
"13/10/2025","Senin","SUPER JUMBO PINK","51","32"
"13/10/2025","Senin","SUPER JUMBO FREE MAN","46","15"
"13/10/2025","Senin","SUPER JUMBO YELLOW","105","54"
"13/10/2025","Senin","GHOSTING","58","18"
"13/10/2025","Senin","GHOSTING FIRE SMALL","102","21"
"13/10/2025","Senin","GHOSTING FIRE BIG","99","22"
"13/10/2025","Senin","GHOSTING GREEN","44","28"
"13/10/2025","Senin","MOZARELLA","51","8"
"13/10/2025","Senin","JAHAT ORI","109","62"
"13/10/2025","Senin","JAHAT BAKAR","98","34"
"13/10/2025","Senin","SMALL SADIS","120","56"
"13/10/2025","Senin","MEDIUM SADIS","90","61"
"13/10/2025","Senin","JUMBO SADIS","107","35"
"13/10/2025","Senin","SUPER JUMBO SADIS","37","24"
"13/10/2025","Senin","RAKSASA SADIS","114","51"
"13/10/2025","Senin","MEGA SADIS","41","15"
"13/10/2025","Senin","MEGA ORI","98","48"
"13/10/2025","Senin","Dage SACU varian","56","28"
"13/10/2025","Senin","Dage SACU Ori","107","55"
"13/10/2025","Senin","Mendoan SACU Ori","63","44"
"13/10/2025","Senin","Mendoan SACU Varian","67","30"
"13/10/2025","Senin","Mendoan Sacu Bakar","106","45"
"13/10/2025","Senin","FREE MAN BIG","77","5"
"13/10/2025","Senin","SACU JUMBO","91","36"
"13/10/2025","Senin","SACU JUMBO SADIS","85","59"
"14/10/2025","Selasa","GETUK ORI 1 KG","51","31"
"14/10/2025","Selasa","GETUK ORIGINAL 1/2KG","56","18"
"14/10/2025","Selasa","GETUK ORIGINAL 1/4KG","43","23"
"14/10/2025","Selasa","GETUK RASA/MIX 1 KG","62","37"
"14/10/2025","Selasa","GETUK RASA/MIX 1/2KG","97","44"
"14/10/2025","Selasa","GETUK RASA/MIX 1/4KG","38","21"
"14/10/2025","Selasa","GETUK RASA DURIAN 1KG","114","27"
"14/10/2025","Selasa","GETUK RASA DURIAN 1/2KG","87","29"
"14/10/2025","Selasa","GETUK RASA DURIAN 1/4KG","35","12"
"14/10/2025","Selasa","GETUK BASAH 1/2KG","114","55"
"14/10/2025","Selasa","GETUK BASAH 1/4KG","86","6"
"14/10/2025","Selasa","SMALL ORI","34","24"
"14/10/2025","Selasa","SMALL RAWIT","75","26"
"14/10/2025","Selasa","SMALL PINK","32","9"
"14/10/2025","Selasa","SMALL FREE MAN","115","8"
"14/10/2025","Selasa","SMALL YELLOW","94","47"
"14/10/2025","Selasa","MEDIUM ORI","104","94"
"14/10/2025","Selasa","MEDIUM BAKAR","98","32"
"14/10/2025","Selasa","MEDIUM RAWIT","92","37"
"14/10/2025","Selasa","MEDIUM PINK","51","26"
"14/10/2025","Selasa","MEDIUM FREE MAN","119","72"
"14/10/2025","Selasa","MEDIUM YELLOW","49","28"
"14/10/2025","Selasa","JUMBO ORI","113","72"
"14/10/2025","Selasa","JUMBO RAWIT","99","38"
"14/10/2025","Selasa","JUMBO PINK","111","49"
"14/10/2025","Selasa","JUMBO BAKAR","38","22"
"14/10/2025","Selasa","JUMBO FREE MAN","68","46"
"14/10/2025","Selasa","JUMBO YELLOW","105","71"
"14/10/2025","Selasa","RAKSASA ORI","76","23"
"14/10/2025","Selasa","RAKSASA BAKAR","116","38"
"14/10/2025","Selasa","RAKSASA RAWIT","105","48"
"14/10/2025","Selasa","RAKSASA PINK","102","67"
"14/10/2025","Selasa","RAKSASA FREE MAN","81","9"
"14/10/2025","Selasa","RAKSASA YELLOW","110","46"
"14/10/2025","Selasa","SUPER JUMBO ORI","46","27"
"14/10/2025","Selasa","SUPER JUMBO BAKAR","35","16"
"14/10/2025","Selasa","SUPER JUMBO RAWIT","99","54"
"14/10/2025","Selasa","SUPER JUMBO PINK","41","13"
"14/10/2025","Selasa","SUPER JUMBO FREE MAN","49","19"
"14/10/2025","Selasa","SUPER JUMBO YELLOW","36","22"
"14/10/2025","Selasa","GHOSTING","61","28"
"14/10/2025","Selasa","GHOSTING FIRE SMALL","80","27"
"14/10/2025","Selasa","GHOSTING FIRE BIG","56","11"
"14/10/2025","Selasa","GHOSTING GREEN","89","43"
"14/10/2025","Selasa","MOZARELLA","112","24"
"14/10/2025","Selasa","JAHAT ORI","61","37"
"14/10/2025","Selasa","JAHAT BAKAR","112","65"
"14/10/2025","Selasa","SMALL SADIS","89","42"
"14/10/2025","Selasa","MEDIUM SADIS","61","39"
"14/10/2025","Selasa","JUMBO SADIS","96","44"
"14/10/2025","Selasa","SUPER JUMBO SADIS","118","64"
"14/10/2025","Selasa","RAKSASA SADIS","111","75"
"14/10/2025","Selasa","MEGA SADIS","114","59"
"14/10/2025","Selasa","MEGA ORI","118","76"
"14/10/2025","Selasa","Dage SACU varian","74","47"
"14/10/2025","Selasa","Dage SACU Ori","64","30"
"14/10/2025","Selasa","Mendoan SACU Ori","86","84"
"14/10/2025","Selasa","Mendoan SACU Varian","36","20"
"14/10/2025","Selasa","Mendoan Sacu Bakar","98","38"
"14/10/2025","Selasa","FREE MAN BIG","68","8"
"14/10/2025","Selasa","SACU JUMBO","106","64"
"14/10/2025","Selasa","SACU JUMBO SADIS","52","30"
"15/10/2025","Rabu","GETUK ORI 1 KG","103","95"
"15/10/2025","Rabu","GETUK ORIGINAL 1/2KG","119","55"
"15/10/2025","Rabu","GETUK ORIGINAL 1/4KG","70","47"
"15/10/2025","Rabu","GETUK RASA/MIX 1 KG","58","34"
"15/10/2025","Rabu","GETUK RASA/MIX 1/2KG","108","66"
"15/10/2025","Rabu","GETUK RASA/MIX 1/4KG","72","47"
"15/10/2025","Rabu","GETUK RASA DURIAN 1KG","45","12"
"15/10/2025","Rabu","GETUK RASA DURIAN 1/2KG","107","18"
"15/10/2025","Rabu","GETUK RASA DURIAN 1/4KG","103","11"
"15/10/2025","Rabu","GETUK BASAH 1/2KG","117","49"
"15/10/2025","Rabu","GETUK BASAH 1/4KG","114","10"
"15/10/2025","Rabu","SMALL ORI","37","30"
"15/10/2025","Rabu","SMALL RAWIT","79","30"
"15/10/2025","Rabu","SMALL PINK","63","27"
"15/10/2025","Rabu","SMALL FREE MAN","99","28"
"15/10/2025","Rabu","SMALL YELLOW","83","42"
"15/10/2025","Rabu","MEDIUM ORI","105","104"
"15/10/2025","Rabu","MEDIUM BAKAR","39","25"
"15/10/2025","Rabu","MEDIUM RAWIT","92","34"
"15/10/2025","Rabu","MEDIUM PINK","108","55"
"15/10/2025","Rabu","MEDIUM FREE MAN","117","69"
"15/10/2025","Rabu","MEDIUM YELLOW","114","50"
"15/10/2025","Rabu","JUMBO ORI","64","54"
"15/10/2025","Rabu","JUMBO RAWIT","76","40"
"15/10/2025","Rabu","JUMBO PINK","30","11"
"15/10/2025","Rabu","JUMBO BAKAR","106","61"
"15/10/2025","Rabu","JUMBO FREE MAN","112","35"
"15/10/2025","Rabu","JUMBO YELLOW","34","11"
"15/10/2025","Rabu","RAKSASA ORI","37","11"
"15/10/2025","Rabu","RAKSASA BAKAR","31","11"
"15/10/2025","Rabu","RAKSASA RAWIT","119","51"
"15/10/2025","Rabu","RAKSASA PINK","92","45"
"15/10/2025","Rabu","RAKSASA FREE MAN","77","12"
"15/10/2025","Rabu","RAKSASA YELLOW","72","25"
"15/10/2025","Rabu","SUPER JUMBO ORI","105","50"
"15/10/2025","Rabu","SUPER JUMBO BAKAR","78","52"
"15/10/2025","Rabu","SUPER JUMBO RAWIT","120","45"
"15/10/2025","Rabu","SUPER JUMBO PINK","80","34"
"15/10/2025","Rabu","SUPER JUMBO FREE MAN","48","30"
"15/10/2025","Rabu","SUPER JUMBO YELLOW","63","42"
"15/10/2025","Rabu","GHOSTING","78","32"
"15/10/2025","Rabu","GHOSTING FIRE SMALL","66","25"
"15/10/2025","Rabu","GHOSTING FIRE BIG","61","18"
"15/10/2025","Rabu","GHOSTING GREEN","120","64"
"15/10/2025","Rabu","MOZARELLA","89","1"
"15/10/2025","Rabu","JAHAT ORI","49","27"
"15/10/2025","Rabu","JAHAT BAKAR","120","50"
"15/10/2025","Rabu","SMALL SADIS","35","14"
"15/10/2025","Rabu","MEDIUM SADIS","117","68"
"15/10/2025","Rabu","JUMBO SADIS","87","31"
"15/10/2025","Rabu","SUPER JUMBO SADIS","64","25"
"15/10/2025","Rabu","RAKSASA SADIS","96","56"
"15/10/2025","Rabu","MEGA SADIS","82","55"
"15/10/2025","Rabu","MEGA ORI","98","52"
